diagnostic_category,diagnosis_icd10_code,diagnosis,dsm_symptom_criteria,symptom_id,symptom_segment,zcode_hrsn,symp_prob
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Repetitive body movements,F84.0.032,Arm-flapping or rocking back and forth,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Emotional regulation difficulties,F84.0.033,Frequent temper tantrums,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Emotional regulation difficulties,F84.0.034,Difficulty managing emotions,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Cognitive impairments,F84.0.035,Difficulty with problem-solving,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Cognitive impairments,F84.0.036,Trouble planning and organizing tasks,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Obsessive focus,F84.0.037,Fixation on specific topics of interest,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Sensory sensitivity,F84.0.038,Adverse reactions to loud sounds,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Repetitive interests,F84.0.039,Repetitive play patterns,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Social withdrawal,F84.0.040,Prefers to be alone,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Social withdrawal,F84.0.041,Limited interactions with peers,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Restricted emotional range,F84.0.042,Limited display of emotions,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Restricted emotional range,F84.0.043,Difficulty expressing affection,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Language deficits,F84.0.044,"Unusual speech patterns (e.g., monotone)",No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Language deficits,F84.0.045,Difficulty interpreting figurative language,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Restricted interests,F84.0.046,Overly focused on routines,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Atypical responses to sensory stimuli,F84.0.047,Unusual interest in sensory aspects of the environment,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Atypical responses to sensory stimuli,F84.0.048,Inability to tolerate certain sounds,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Hypersensitivity to environmental stimuli,F84.0.049,Avoidance of physical contact,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Limited imaginative play,F84.0.050,Difficulty engaging in pretend play,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Narrow focus,F84.0,Narrow focus,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Social communication difficulties,F84.0.052,Struggles with understanding sarcasm,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Repetitive patterns of behavior,F84.0.053,Arranging objects in a specific order,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Difficulty adapting to change,F84.0.054,Meltdown when routine is disrupted,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Restricted range of activities,F84.0.055,Limited variety in play or activities,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Sensory processing difficulties,F84.0.056,Over-sensitivity to bright lights,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Difficulty in forming friendships,F84.0.057,Avoids social gatherings,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Difficulty understanding emotional expressions,F84.0.058,Misinterprets facial expressions,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Communication delays,F84.0.059,Significant delay in language development,No,Symptom
Neurodevelopmental Disorders,F84.0,Autism Spectrum Disorder,Unusual sensory interests,F84.0.060,Fascination with spinning objects,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Fails to give close attention to details,F90.0.001,Careless mistakes in schoolwork/work,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Difficulty sustaining attention,F90.0.002,Easily distracted during tasks,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Doesn't follow through on instructions,F90.0.003,Starts tasks but struggles to complete them,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Difficulty organizing tasks and activities,F90.0.004,Disorganized in approach to tasks,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Avoids or dislikes tasks requiring sustained mental effort,F90.0.005,Reluctant to engage in homework or paperwork,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Loses things necessary for tasks/activities,F90.0.006,"Loses tools, books, assignments, etc.",No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Easily distracted by extraneous stimuli,F90.0.007,Responds to unrelated noises or sights,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Forgetful in daily activities,F90.0.008,Forgets to complete chores,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Fidgets with hands or feet,F90.0.009,Restlessness with hands/feet,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Leaves seat when remaining seated is expected,F90.0.010,Gets up during class or meetings unnecessarily,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Runs or climbs in inappropriate situations,F90.0.011,Climbs furniture in school/home settings,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Unable to play quietly,F90.0.012,Loud or disruptive during play activities,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),"""On the go"" or ""driven by a motor""",F90.0.013,Feels a need to be constantly active,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Talks excessively,F90.0.014,Engages in nonstop talking,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Blurts out answers before question completion,F90.0.015,Interrupts conversations to answer prematurely,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Difficulty waiting turn,F90.0.016,Struggles with waiting in lines,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Interrupts or intrudes on others,F90.0.017,Disrupts conversations or games,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Difficulty sustaining attention in tasks,F90.0.019,Loses focus during lengthy tasks,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Doesn't listen when spoken to directly,F90.0.020,Seems to be mentally elsewhere,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Doesn't follow instructions,F90.0.021,Fails to complete chores,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Difficulty organizing tasks,F90.0.022,Has trouble keeping materials organized,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Avoids tasks requiring sustained mental effort,F90.0.023,Avoids reading or long-term projects,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Loses necessary items,F90.0.024,"Misplaces notebooks, pens, or tools",No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Easily distracted,F90.0.025,Often gets sidetracked by trivial things,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Forgetful,F90.0.026,Forgets to return phone calls,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Restless,F90.0.027,Feels restless even when sitting,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Difficulty remaining seated,F90.0.028,Frequently shifts position while sitting,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Runs inappropriately,F90.0.029,"Runs indoors, where inappropriate",No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Can't play quietly,F90.0.030,Tends to be loud or disruptive,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Hyperactive,F90.0.031,Constantly moving,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Interrupts others,F90.0.033,Frequently cuts into others' conversations,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Easily distracted by external stimuli,F90.0.021,Easily distracted by external stimuli,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Difficulty engaging in tasks requiring sustained focus,F90.0.022,Difficulty engaging in sustained focus,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Disorganized approach to tasks,F90.0.023,Disorganized approach to tasks,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Impulsive decision-making,F90.0.024,Impulsive decision-making,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Lack of persistence,F90.0.025,Lack of persistence,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Hyperfocus on preferred activities,F90.0.026,Hyperfocus on preferred activities,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Frequent mood swings,F90.0.027,Frequent mood swings,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Impatience in social interactions,F90.0.028,Impatience in social interactions,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Reckless physical activities,F90.0.029,Reckless physical activities,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Failure to complete household chores,F90.0.030,Failure to complete household chores,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Talks out of turn,F90.0.031,Talks out of turn,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Regularly forgets appointments,F90.0.032,Regularly forgets appointments,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Misplaces items needed for tasks,F90.0.033,Misplaces items needed for tasks,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Frequently interrupts conversations,F90.0.034,Frequently interrupts conversations,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Avoids mentally challenging tasks,F90.0.035,Avoids mentally challenging tasks,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Shows high levels of restlessness,F90.0.036,Shows high levels of restlessness,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Poor time management,F90.0.037,Poor time management,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Loses personal items,F90.0.038,Loses personal items,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Hyperactivity affecting relationships,F90.0.039,Hyperactivity affecting relationships,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Consistently underestimates time for tasks,F90.0.040,Underestimates time for tasks,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Impulsive shopping habits,F90.0.041,Impulsive shopping habits,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Frequently changes topics during conversations,F90.0.042,Frequently changes conversation topics,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Difficulty handling multiple tasks,F90.0.043,Difficulty handling multiple tasks,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Inability to listen to directions,F90.0.044,Inability to listen to directions,No,Symptom
Neurodevelopmental Disorders,F90.0,Attention-Deficit/Hyperactivity Disorder (ADHD),Rushes through activities,F90.0.045,Rushes through activities,No,Symptom
